0_names,0_logfoldchanges,0_pvals_adj,1_names,1_logfoldchanges,1_pvals_adj,2_names,2_logfoldchanges,2_pvals_adj,3_names,3_logfoldchanges,3_pvals_adj,4_names,4_logfoldchanges,4_pvals_adj,5_names,5_logfoldchanges,5_pvals_adj,6_names,6_logfoldchanges,6_pvals_adj,7_names,7_logfoldchanges,7_pvals_adj,8_names,8_logfoldchanges,8_pvals_adj,9_names,9_logfoldchanges,9_pvals_adj,10_names,10_logfoldchanges,10_pvals_adj,11_names,11_logfoldchanges,11_pvals_adj,12_names,12_logfoldchanges,12_pvals_adj,13_names,13_logfoldchanges,13_pvals_adj,14_names,14_logfoldchanges,14_pvals_adj,15_names,15_logfoldchanges,15_pvals_adj
HER_17967.t1:Sp-Map1a/1B_Lc3L2,1.1514356,4.196257105475348e-86,HER_26570.t1:none,2.636948,2.542284021608231e-93,HER_8198.t1:Sp-El1L4,1.179743,2.6388732765190287e-34,HER_5321.t1.1.5f2c6870:Sp-Hypp_2663,1.7497625,1.6022172637065226e-54,HER_31331.t1:none,1.8606038,2.5954055156517587e-64,HER_13101.t1:Sp-Rps16,1.313914,2.3107842247449363e-120,HER_48650.t1:Sp-Kcnk4,7.7525268,6.688876341130896e-121,HER_12488.t1:Sp-Ckap5,1.9161582,7.889959256511726e-30,HER_30721.t1:Sp-Cycs_2,0.63951886,8.53805493431012e-11,HER_13101.t1:Sp-Rps16,1.2825556,1.582485758068167e-48,HER_14730.t1:none,1.5106938,5.186449511963591e-13,HER_11292.t1:Sp-Btub1,5.7270517,4.823823031362242e-31,HER_19728.t1:none,4.4978547,0.00019809490901420267,HER_6983.t1_HER_6984.t1:Sp-St8sia_2,2.58901,6.140145268111099e-14,HER_134.t1:Sp-Nxn_1,3.1925898,1.7966118321262218e-09,HER_6994.t1:Sp-TxnL3,1.718917,0.1812101102277396
HER_29475.t1:Sp-Hypp_1751,1.3199593,4.006939328343322e-83,HER_45818.t1:none,2.7212572,8.212274691750678e-90,HER_34954.t1:Sp-Qki,1.1880971,1.36281514007071e-33,HER_39372.t1:Sp-Smad6/7,2.0675337,5.145753894879681e-54,HER_17415.t1:Sp-Ckb,1.5519408,8.24825501455316e-63,HER_43528.t1:Sp-Rpip1,1.0057431,3.961160856276954e-119,HER_47443.t1:Sp-Fmo3,7.26545,2.84062408105301e-119,HER_16128.t1:none,1.6294506,4.940277839117437e-27,HER_21650.t1:Sp-Brwd2_2,0.97062725,1.1786853787394392e-07,HER_1104.t1:Sp-Arp,1.2185478,2.7120659161414586e-48,HER_11251.t1:Sp-Rkhd,1.3541625,5.199787954122123e-13,HER_28335.t1:Sp-Hypp_9771,7.3298526,3.8698178527048176e-30,HER_47859.t1:Sp-Hsp701D,8.135928,0.00020372971068115578,HER_47443.t1:Sp-Fmo3,3.5561094,2.894421085418522e-13,HER_28292.t1:Sp-Msp130r4,7.423589,1.9944045122718363e-09,HER_47969.t1:none,2.1168349,0.434023970818629
HER_20104.t1:Sp-Tppp3,1.4742843,4.7624286477831946e-82,HER_46218.t1:Sp-Cbfb,2.2397373,1.465609666783178e-87,HER_29475.t1:Sp-Hypp_1751,0.9968918,3.8958605796653407e-32,HER_29475.t1:Sp-Hypp_1751,1.4166815,3.137109022611138e-53,HER_23048.t1:Sp-Hypp_1835,2.7284625,3.2194234735819143e-62,HER_35659.t1:Sp-Rpl13a,1.2260964,5.3909716616415795e-118,HER_41899.t1:Sp-Etfb,3.0498252,4.469773902147006e-117,HER_26195.t1:Sp-IncenpL,3.0894685,5.252732018829877e-25,HER_49926.t1:Sp-Hypp_321,0.8947578,2.6542196012078305e-07,HER_48370.t1:Sp-Hmg1,2.0468745,9.214488284184608e-48,HER_728.t1:Sp-Rpl6,0.6456018,5.827155606655964e-13,HER_38662.t1_HER_38665.t1:Sp-Gq,1.908882,8.652659225608195e-30,HER_6786.t1:Sp-Klf2/4,2.6640022,0.00033728830707300975,HER_35673.t1:none,3.8266933,3.885674012025679e-13,HER_9898.t1:Sp-Bhmt_1,4.2591805,1.0948297754809428e-08,HER_24288.t1:Sp-PtenB,3.3910978,0.5789903552640809
HER_29054.t1:Sp-HesD,1.2916045,4.441141026929584e-77,HER_21650.t1:Sp-Brwd2_2,2.2170048,1.9849661530368417e-86,HER_23133.t1:Sp-Profilin,0.76116717,6.98893686226591e-32,HER_39999.t1:Sp-Clect_110,1.6123437,7.291691538122073e-51,HER_20103.t1:none,2.1789343,2.3443016367893382e-60,HER_22128.t1:Sp-Rps8,1.1616265,9.464355968663138e-117,HER_36169.t1:none,2.3527696,1.2139905548920659e-116,HER_36606.t1:Sp-Top2a_1,3.1678908,2.0587354458826922e-24,HER_38014.t1:Sp-Ajpx1,0.8180448,2.6542196012078305e-07,HER_11393.t1:Sp-Rpl17,1.0598338,1.990279657143527e-45,HER_22572.t1:Sp-Rpl11,0.6930104,5.827155606655964e-13,HER_17578.t1:Sp-Pcsk2,7.2774777,1.9745911320391448e-29,HER_41574.t1:Sp-Sirpb/GL1,2.7605467,0.0003641115526477147,HER_12253.t1:Sp-FerHc,1.0005921,8.167073771499514e-13,HER_10181.t1:Sp-Do1(Udx1),3.4840477,1.7051672835587935e-08,HER_48026.t1:Sp-6Afcol,4.8081293,0.6439504875961789
HER_5235.t1:Sp-Otof,1.3689715,3.7964669969287973e-75,HER_38656.t1:Sp-Atp5g1,0.91849995,4.553695912533067e-78,HER_14907.t1:Sp-Fascin1,1.0007745,6.699826592601945e-31,HER_8309.t1:Sp-El1L4,1.6490295,1.0065173352940701e-49,HER_32628.t1:none,1.4799565,1.910398279040838e-59,HER_7292.t1:Sp-Rpl37,1.2054647,1.8305165886326066e-116,HER_46284.t1:Sp-Cara2LB_1,5.23283,3.6454310246299226e-115,HER_45860.t1:Sp-Btub3,1.3982326,2.0416105729228472e-23,HER_19128.t2:Sp-CalmL1,0.7919523,3.884117057351219e-07,HER_26495.t1:Sp-Rpl10a,1.557508,7.573702241178275e-45,HER_23482.t1:Sp-Rpl30,0.76985997,7.089021928473978e-13,HER_45491.t1:Sp-Gs,1.5242136,8.049899867758476e-29,HER_20224.t1:Sp-SoxB1,1.3802645,0.0004175803025939166,HER_20039.t1:Sp-Cryz_1,3.772875,8.48893489357653e-13,HER_25062.t1:Sp-Wdfy3,4.042121,2.5261316027139192e-08,HER_11583.t1:none,2.841401,0.6439504875961789
HER_8309.t1:Sp-El1L4,1.5718943,5.1003929018724324e-70,HER_11034.t1:Sp-Rps17,0.77070826,4.966271257609226e-78,HER_39669.t1:Sp-Acel_4,1.2092576,5.211077089211365e-30,HER_23133.t1:Sp-Profilin,0.9675725,1.3891433357951074e-43,HER_12826.t1:Sp-C20orf152L_1,2.2919002,2.2300294853702462e-57,HER_27778.t1:Sp-Rpl22,1.5093982,1.5319888072947183e-114,HER_47409.t1:Sp-Pofut1L4,7.1396317,1.6060224185220883e-114,HER_20321.t1:Sp-Smc4,2.0698056,1.292039176195988e-22,HER_1082.t1:Sp-Znrf3,0.8754101,3.884117057351219e-07,HER_3801.t1_HER_3803.t1_HER_3804.t1:none,4.9141088,2.548006936660601e-44,HER_2167.t1:Sp-Ran,1.296309,8.781504024938359e-13,HER_18945.t1:Sp-SNAP25,2.4754057,6.290597138245625e-27,HER_24491.t1:Sp-Mat2a,2.4679136,0.0006664952932776683,HER_6994.t1:Sp-TxnL3,2.0004761,8.48893489357653e-13,HER_9773.t1:Sp-Mctp1L,3.3488152,5.3766747143242585e-08,HER_9773.t1:Sp-Mctp1L,2.4219291,0.6439504875961789
HER_8198.t1:Sp-El1L4,1.4770339,2.6427231723212385e-69,HER_22572.t1:Sp-Rpl11,0.81720924,1.158066987403781e-76,HER_6605.t1:none,1.5544198,1.4070457688070397e-29,HER_11496.t1:Sp-Glur2_2,2.3137574,1.6904957758858885e-43,HER_20155.t1:Sp-Iqcg,1.6733869,3.8265831725591017e-47,HER_47850.t1:Sp-Rpl28,1.2474062,1.070093202460222e-113,HER_20039.t1:Sp-Cryz_1,7.187569,1.2346064232165303e-111,HER_16125.t1:Sp-Ube2s,2.3941295,1.8772029512971612e-22,HER_7830.t1:none,0.8515206,6.165677516505357e-07,HER_38278.t1:Sp-Smarce1,3.034541,6.407377234927065e-43,HER_13101.t1:Sp-Rps16,0.7060774,1.3209647884173607e-12,HER_44708.t1:Sp-Go,5.231046,2.2559150773492773e-25,HER_27968.t1:Sp-Msy,0.92005455,0.0007131869844288806,HER_47409.t1:Sp-Pofut1L4,3.8034332,8.48893489357653e-13,HER_40040.t1:Sp-FcolI/II/IIIf,6.8089185,9.457773621147665e-08,HER_45489.t1:Sp-Cycpln,4.541221,0.6738750429270186
HER_4351.t1:Sp-Dystoh3,1.463562,5.844749422690265e-69,HER_22128.t1:Sp-Rps8,0.7331614,2.3891920334912806e-76,HER_37134.t1:Sp-Fzd4,2.2513583,1.4521013005718498e-27,HER_17967.t1:Sp-Map1a/1B_Lc3L2,1.0957389,5.528818309452374e-43,HER_47199.t1:none,2.1630406,1.041480780263465e-46,HER_13819.t1:none,1.3303444,1.11321500870143e-111,HER_12207.t1:Sp-Nme1,5.905243,5.4533742609675666e-111,HER_33648.t1:Sp-Plk1,3.8673337,4.249224374824401e-22,HER_29054.t1:Sp-HesD,0.77551854,1.3113334472262318e-06,HER_43528.t1:Sp-Rpip1,0.90118504,6.407377234927065e-43,HER_43528.t1:Sp-Rpip1,0.50733703,1.7649306475991634e-12,HER_16159.t1:Sp-Cnpy4,4.8356647,7.54361190527298e-24,HER_2167.t1:Sp-Ran,1.4290171,0.0010500693395318905,HER_9074.t1:Sp-Ugt8_2,3.6906207,3.027965190085824e-12,HER_32776.t1:none,6.58698,9.457773621147665e-08,HER_25878.t1:Sp-Vha26,2.6350431,1.0
HER_39999.t1:Sp-Clect_110,1.4391084,9.292629362214888e-69,HER_45815.t1:Sp-Slc25a4,0.8257137,7.528698699639426e-75,HER_45330.t1:none,1.0538366,4.234505072868751e-27,HER_10395.t1_HER_10396.t1:Sp-WntA,3.7977154,1.0630997761862636e-39,HER_38014.t1:Sp-Ajpx1,1.729096,1.9004763179289787e-45,HER_22879.t1:Sp-Rpl23,1.1129175,1.3449400063529809e-111,HER_19785.t1:none,4.1160417,7.844326622209636e-109,HER_21798.t1:Sp-Dlgap5,3.5070822,1.57029749680678e-20,HER_3730.t1:Sp-Hypp_1772,0.8265846,1.385058987981768e-06,HER_49418.t1:Sp-Rps3A,1.422824,2.635120304007275e-42,HER_23152.t1:Sp-Lrp2,0.7059982,1.7649306475991634e-12,HER_23147.t1.2.5f2c6c40:Sp-Kcnh8,6.807629,2.909161232763896e-23,HER_6742.t1:Sp-Hsp701D,8.479522,0.0013453874282010735,HER_41899.t1:Sp-Etfb,1.996234,1.991762300353041e-11,HER_40042.t1:Sp-A2col,8.214249,4.952616873127684e-07,HER_10181.t1:Sp-Do1(Udx1),2.0071936,1.0
HER_46021.t1:Sp-Cyhr1,1.321182,2.1841452798821217e-66,HER_1313.t1:Sp-14-3-3e,0.6173409,2.0606217138456435e-74,HER_11849.t1_HER_11855.t1:Sp-Fbp1,0.7939379,2.87505873038223e-25,HER_8198.t1:Sp-El1L4,1.4528496,8.533692028446318e-39,HER_15513.t1:Sp-Pan2,1.5880076,1.291709827674465e-44,HER_33516.t1:Sp-Rps11,1.5116794,1.7188855848338046e-108,HER_38035.t1:Sp-Gi,2.0281558,1.2883499515554898e-95,HER_38187.t1:Sp-Anp32bL,1.3085876,3.5060112698839853e-20,HER_31152.t1:Sp-Hypp_97,0.83347625,1.385058987981768e-06,HER_728.t1:Sp-Rpl6,1.0678788,4.042730445228589e-42,HER_11034.t1:Sp-Rps17,0.6236604,5.1368487933819545e-12,HER_39354.t1:Sp-RhoA,1.3851225,9.732243325882608e-23,HER_20285.t1:Sp-Tpt1l,0.76058066,0.001979184314316101,HER_3630.t1:none,3.656164,2.3219173252910966e-11,HER_43914.t1:Sp-Polr2h,5.3955045,6.999957443528199e-07,HER_40044.t1:Sp-A2col,5.2168646,1.0
HER_3741.t1:Sp-Anxn,1.3053755,4.476184151360464e-64,HER_49844.t1:Sp-Rpl31,0.77348375,5.152528360774569e-73,HER_28816.t1:Sp-Sumf2,0.9461075,6.343269131547908e-25,HER_1755.t1:Sp-Slsp_1,2.3112864,1.0667878447237556e-37,HER_12032.t1:Sp-Hypp_1317,1.9964308,8.914010663027172e-42,HER_27773.t1:Sp-Unk_30,2.5005615,1.771822388094965e-108,HER_9074.t1:Sp-Ugt8_2,7.409668,7.216126087354711e-93,HER_16342.t1:Sp-Hypp_1784,1.898033,9.370806030201909e-19,HER_46218.t1:Sp-Cbfb,0.8771603,2.2581763016786328e-06,HER_30087.t1:Sp-Rpl37a,0.9476335,8.334634412327344e-42,HER_6869.t1:Sp-Prxdxn,1.7599634,1.212948272380383e-11,HER_2558.t1:Sp-Gprk2,2.6890075,2.5439159403497164e-22,HER_30721.t1:Sp-Cycs_2,0.72313434,0.0025175458959069276,HER_13468.t1:none,3.7704575,8.141914326048233e-11,HER_49360.t1:Sp-Atp16,2.4013731,6.999957443528199e-07,HER_49360.t1:Sp-Atp16,1.7631489,1.0
HER_5069.t1:Sp-Tin/Ag,2.9658396,1.4178573804205728e-61,HER_38187.t1:Sp-Anp32bL,1.8109052,1.8674503928762536e-71,HER_34948.t1:Sp-Qki,1.3231071,1.6367277492970328e-24,HER_9762.t1_HER_9764.t1:Sp-AnL4,1.4388349,8.789735803618347e-36,HER_3730.t1:Sp-Hypp_1772,1.806147,1.601023457724805e-41,HER_23482.t1:Sp-Rpl30,1.3659183,4.859553738207682e-106,HER_35673.t1:none,7.0023108,9.01361738905052e-86,HER_39641.t1:Sp-Ccdc99,3.0696626,6.172097790854383e-18,HER_32628.t1:none,0.9861619,1.0197750581987457e-05,HER_9833.t1:Sp-Hnrnpk,5.023359,2.0800375800581277e-41,HER_22128.t1:Sp-Rps8,0.5639949,1.4182888156920238e-11,HER_18886.t1:Sp-CnBsi1,1.4587711,2.688468819575126e-22,HER_10635.t1:Sp-Ssr2,2.0005054,0.0025175458959069276,HER_35660.t1:Sp-Sod,2.194887,1.96224352915122e-10,HER_49751.t1:Sp-Asah1,4.502043,7.168846549900296e-07,HER_30727.t1:Sp-CubnL_6,4.5326953,1.0
HER_21799.t1:Sp-Cara14LA,1.2971724,1.6119507918678494e-56,HER_728.t1:Sp-Rpl6,0.736889,4.048303408609755e-69,HER_49736.t1_HER_49733.t1:Sp-Frem2,1.1086456,2.780251261406288e-23,HER_9225.t1:Sp-Cyp26L,1.5722234,4.1656675027207304e-33,HER_16505.t1:Sp-Tektin3,1.8322976,3.7190612116483e-41,HER_11239.t1:Sp-Rps15,1.2383282,1.747703609845355e-105,HER_35457.t1:Sp-Gal3st1_12,4.3569627,2.432435630325215e-83,HER_7595.t1:Sp-Apob,1.0674834,7.720040492512579e-18,HER_35864.t1:Sp-Atub5,0.8718082,1.1042692657637195e-05,HER_49844.t1:Sp-Rpl31,1.0471251,4.5774663934730595e-39,HER_1104.t1:Sp-Arp,0.63670444,2.0356882690484988e-11,HER_43546.t1:Sp-App,2.447116,2.9338613016219163e-22,HER_41950.t1:none,4.8533206,0.0033517405038746267,HER_48650.t1:Sp-Kcnk4,3.4627357,2.7364424302091345e-10,HER_24288.t1:Sp-PtenB,4.1389866,1.1373365765316428e-06,HER_37932.t1:Sp-Rab7,1.6266718,1.0
HER_12253.t1:Sp-FerHc,0.42801088,1.0254999015979945e-44,HER_49926.t1:Sp-Hypp_321,2.3580894,4.2203147011428627e-69,HER_4289.t1:Sp-Cyp1r4,1.66677,6.250219759710988e-23,HER_8197.t1:Sp-El1L4,1.6349679,4.038627447912942e-32,HER_9762.t1_HER_9764.t1:Sp-AnL4,1.5785091,5.960781928109977e-41,HER_24667.t1:Sp-Pdpi(cyclophilin)L7,1.6923013,1.851145522782386e-103,HER_15402.t1:none,1.5260566,1.140469825542433e-79,HER_18144.t1:Sp-Arid4b_1,1.5117095,3.631024290773625e-17,HER_17415.t1:Sp-Ckb,0.9353046,1.2292150399830394e-05,HER_22572.t1:Sp-Rpl11,1.1195349,9.496237421524044e-39,HER_27778.t1:Sp-Rpl22,0.7952215,2.0356882690484988e-11,HER_27773.t1:Sp-Unk_30,2.3471751,3.6718833449924357e-22,HER_45512.t1:Sp-Mylip,2.3521516,0.0033846871622501434,HER_24649.t1:Sp-Papss,3.1514938,1.1425925730726703e-09,HER_29213.t1:none,2.4792864,3.017265091343203e-05,HER_46021.t1:Sp-Cyhr1,1.2867132,1.0
HER_29018.t1:Sp-MacpfD.3,1.7601956,2.534506021693784e-44,HER_7830.t1:none,1.7044109,1.0490881332307207e-67,HER_20172.t1:Sp-Atp11,0.5434306,6.975796313172305e-23,HER_5235.t1:Sp-Otof,1.1405227,8.533744366666359e-32,HER_340.t1:Sp-Unk_92,1.2286518,2.157248720542005e-38,HER_11393.t1:Sp-Rpl17,1.0367571,1.4228213826967696e-101,HER_35660.t1:Sp-Sod,3.1153338,3.153908046027622e-78,HER_9762.t1_HER_9764.t1:Sp-AnL4,1.2412703,7.047867241129395e-17,HER_12826.t1:Sp-C20orf152L_1,0.785847,0.00011351576073669778,HER_11239.t1:Sp-Rps15,1.1270318,8.593940885547433e-38,HER_23199.t1:Sp-Nop5,2.1301103,2.1830185440389027e-11,HER_32597.t1:Sp-RabO1,7.5449705,6.662518410136279e-22,HER_38350.t1:Sp-Pontin52,3.7024465,0.004051248010369476,HER_35457.t1:Sp-Gal3st1_12,2.6652982,1.1425925730726703e-09,HER_24981.t1:Sp-Mmp18/19L5,8.41621,6.352393551380974e-05,HER_49751.t1:Sp-Asah1,3.3053036,1.0
HER_9225.t1:Sp-Cyp26L,1.3803903,3.199823705239302e-44,HER_23152.t1:Sp-Lrp2,0.79382837,3.406629461642429e-67,HER_48525.t1:Sp-Hypp_1126,1.0067269,7.881818119805838e-23,HER_14907.t1:Sp-Fascin1,1.1330826,1.7050317411965154e-31,HER_24117.t1:Sp-Hypp_527,1.8922534,5.8180887039456374e-34,HER_7409.t1:Sp-Calr,2.2544355,1.7646240759499552e-99,HER_38656.t1:Sp-Atp5g1,1.4194475,3.511853735589213e-78,HER_29018.t1:Sp-MacpfD.3,1.7420619,1.9303095317001374e-16,HER_19033.t1:none,0.6882353,0.00012015925614076848,HER_15626.t1:Sp-H1-0,2.4778302,1.977415738593481e-37,HER_47175.t1:Sp-Abcf1,1.8115637,2.569568201713004e-11,HER_6869.t1:Sp-Prxdxn,3.1188076,2.5267633445092735e-21,HER_33516.t1:Sp-Rps11,0.7576267,0.005117185427309611,HER_48112.t1:Sp-Fmo5_1,3.619056,2.0126571757679196e-09,HER_30727.t1:Sp-CubnL_6,5.8328333,9.584879421854989e-05,HER_38115.t1:Sp-Rab11,0.9551663,1.0
HER_41808.t1:Sp-Ncam,1.6805423,1.446651862400939e-41,HER_2167.t1:Sp-Ran,1.7375135,1.4190236077552493e-66,HER_9225.t1:Sp-Cyp26L,1.1301417,1.4133013151612413e-22,HER_11382.t1:Sp-Scnn1g,1.925878,6.388633300661746e-30,HER_11328.t1:Sp-Ccdc11,1.9030892,1.7229898958508177e-33,HER_24636.t1:Sp-Hypp_2950,4.6640573,1.7692548924929773e-95,HER_24649.t1:Sp-Papss,5.3829494,4.2972349197980305e-77,HER_10382.t1:Sp-Cycb,2.3596354,2.389858933974602e-16,HER_12032.t1:Sp-Hypp_1317,0.74751604,0.00016911512058034002,HER_11034.t1:Sp-Rps17,1.0243486,2.8977619863917945e-37,HER_46641.t1:Sp-Set,1.1459085,4.1801795198379045e-11,HER_29857.t1:none,4.047562,4.300182047185024e-21,HER_33417.t1:Sp-Rfwd3,6.834251,0.005260277009495096,HER_36169.t1:none,1.373881,4.013696867001489e-09,HER_37732.t1:Sp-Arp2/3cs4,2.3473816,0.00020694590540864608,HER_1730.t1:Sp-Arp2/3cs3,1.4166466,1.0
HER_20019.t1:Sp-Fn3/Egf_2,1.4360435,1.7275841282103037e-39,HER_14132.t1:Sp-Tyms,2.8212295,2.077031276608033e-66,HER_8197.t1:Sp-El1L4,1.1603131,7.705799606283694e-22,HER_49736.t1_HER_49733.t1:Sp-Frem2,1.4394513,4.146389129826527e-29,HER_49743.t1:Sp-CycI,0.994786,6.29325828867888e-33,HER_49844.t1:Sp-Rpl31,1.0783844,1.811090137062001e-95,HER_13468.t1:none,6.3948355,8.98528053601672e-77,HER_12253.t1:Sp-FerHc,0.444438,5.930918479699007e-16,HER_14132.t1:Sp-Tyms,0.97351867,0.00019169902044868017,HER_7292.t1:Sp-Rpl37,1.0046643,6.79296579198372e-37,HER_25245.t1:Sp-G3bp2L,1.2950022,4.3861184215310243e-11,HER_20120.t1:Sp-Rab6,2.9575133,3.439050406522938e-20,HER_29794.t1_HER_29793.t1:Sp-Lcmt2_1,5.866284,0.006865401097663735,HER_15675.t1:Sp-Slc25a10,3.351539,7.244898890829239e-09,HER_7595.t1:Sp-Apob,1.7242236,0.0002256579649123435,HER_7536.t1_HER_7537.t1:Sp-Tsp1_1,4.940546,1.0
HER_14907.t1:Sp-Fascin1,0.9191555,8.664340398652764e-37,HER_1082.t1:Sp-Znrf3,1.7871709,5.434279808687756e-63,HER_39999.t1:Sp-Clect_110,0.95729315,3.3252971809479528e-21,HER_20850.t1:Sp-Egfi,1.4269196,1.2113932145013508e-25,HER_24116.t1:none,1.526398,5.934397937408572e-32,HER_30202.t2:Sp-Imp,1.2803473,2.019925114921555e-95,HER_46924.t1:Sp-Mif5,7.003869,1.798748646256907e-74,HER_38026.t1:Sp-Hs3st5L,1.8068916,7.666957946737367e-16,HER_24381.t1:Sp-HH2az,0.58085775,0.00019169902044868017,HER_46641.t1:Sp-Set,2.1801467,9.878063589521934e-36,HER_23444.t1:Sp-Pa2g4L,1.5955353,1.18459818696994e-10,HER_6385.t1:none,3.4259033,3.536784189064541e-20,HER_45321.t1:Sp-Eif2beta,1.5013813,0.0076245386075539275,HER_46924.t1:Sp-Mif5,3.4423766,1.9060206870901084e-08,HER_38838.t1_HER_38832.t1_HER_38847.t1:none,4.651296,0.0002256579649123435,HER_40040.t1:Sp-FcolI/II/IIIf,5.376966,1.0
HER_8625.t1:none,1.404688,8.339015502847014e-36,HER_30087.t1:Sp-Rpl37a,0.6128386,3.2170672251529554e-62,HER_41951.t1:Sp-Gg1,0.861793,9.040943984859163e-21,HER_39669.t1:Sp-Acel_4,1.2513961,4.0319364014036696e-25,HER_35862.t1:Sp-Atub13,1.4169688,1.1186445176759671e-29,HER_13245.t1_HER_13243.t1:Sp-B4galt6_3,4.2151046,2.3308103524258956e-94,HER_15675.t1:Sp-Slc25a10,5.937547,4.7656585803001474e-71,HER_32628.t1:none,1.1454276,8.588764030325835e-16,HER_2167.t1:Sp-Ran,0.67913336,0.00019169902044868017,HER_4049.t1:Sp-Myt1,5.042,8.776427533411977e-35,HER_30087.t1:Sp-Rpl37a,0.51109743,1.465278164270979e-10,HER_7677.t1:Sp-Pla2g1b_6,2.5531795,3.772801957529374e-20,HER_20370.t1:Sp-Aadac_2,7.1436768,0.008601527965546368,HER_30712.t1:Sp-Sult1c_2,3.5184202,6.38361093788864e-08,HER_38859.t1:Sp-Hypp_206,7.7889633,0.00024582822241499,HER_28292.t1:Sp-Msp130r4,5.0037465,1.0
HER_34954.t1:Sp-Qki,1.0612442,5.380040748963117e-35,HER_35659.t1:Sp-Rpl13a,0.72688335,1.0648825122761317e-61,HER_11498.t1:Sp-Glur1,0.8853102,1.5669285844077308e-18,HER_9754.t1:Sp-AnL1,1.4921383,4.336762256385334e-24,HER_4468.t1:none,1.8288839,1.4288965438623985e-28,HER_26495.t1:Sp-Rpl10a,1.4750239,7.348352960445386e-92,HER_3630.t1:none,5.8631053,5.965355617246124e-70,HER_7212.t1:Sp-Cdc20,3.6806836,1.0365149654942585e-15,HER_16928.t1:Sp-Rangap1,0.8913143,0.00019169902044868017,HER_11248.t1:Sp-Med2,2.1402915,1.0560601104321394e-34,HER_49418.t1:Sp-Rps3A,0.7847463,1.5663391998234576e-10,HER_4393.t1:Sp-Stmn1,6.5796657,4.6533632282981026e-20,HER_13936.t1_HER_13938.t1_HER_13931.t1:Sp-Api5,3.848667,0.019766312682023942,HER_40507.t1:Sp-Pdhb,1.7632856,1.1093233581950708e-07,HER_39310.t1:Sp-Rab8,1.9515094,0.0002914717284032033,HER_21703.t1:Sp-Exoc3L,1.6600785,1.0
HER_8306.t1:Sp-El1L4,1.6144344,1.4117407535436408e-34,HER_29462.t1:Sp-Hprt1,1.6575233,3.1831468215725876e-60,HER_14600.t1_HER_14598.t1:Sp-Net,2.7262468,2.7054737426321694e-18,HER_47969.t1:none,1.3392262,7.625127932610648e-24,HER_19033.t1:none,1.148944,3.1944808116464685e-28,HER_22589.t1:Sp-Ef1a,1.1026055,1.2181540148569941e-90,HER_19163.t1:Sp-Cfln,2.6866622,1.1996168460389727e-69,HER_15513.t1:Sp-Pan2,1.0346617,1.3843077705633402e-15,HER_46190.t1:Sp-Kiaa0895L,1.2586131,0.00030981843003189064,HER_13819.t1:none,1.1155087,3.7347886925476204e-34,HER_7292.t1:Sp-Rpl37,0.5903174,1.7833540044658957e-10,HER_45321.t1:Sp-Eif2beta,2.1159568,1.552829256043734e-19,HER_8318.t1:Sp-Hsp701H,2.5285692,0.028621637568612603,HER_32745.t1:Sp-Lrp6L_1,3.7402248,1.2517083862296655e-07,HER_1730.t1:Sp-Arp2/3cs3,1.7540619,0.0002997541425307314,HER_19163.t1:Sp-Cfln,1.3741966,1.0
HER_33519.t1:Sp-Sfrp1/5,2.9237192,3.1324494224244905e-33,HER_1104.t1:Sp-Arp,0.7149425,4.268396000846705e-59,HER_3808.t1:Sp-Rspo3,2.762217,4.644987890768185e-18,HER_23928.t1:Sp-Gsn_1,1.0994745,2.2517098896864425e-23,HER_39507.t1_HER_39508.t1:Sp-Tck,2.3560784,1.470683047221603e-27,HER_21602.t1:Sp-Cask_1,1.1682035,1.6566941104673078e-90,HER_30712.t1:Sp-Sult1c_2,7.1956167,1.612016727772275e-69,HER_9361.t1:none,2.806469,5.561538225387964e-15,HER_33009.t1:Sp-Onecut,0.97100085,0.00030981843003189064,HER_19118.t1:Sp-Nr1h6b,2.3970776,5.6319609087721725e-34,HER_30553.t1:Sp-Ef1ba,1.2714258,2.225618107462829e-10,HER_28456.t1:Sp-Vamp1,1.8866318,1.8615259074061624e-19,HER_40595.t1:Sp-Hypp_412,7.106785,0.04530507472515118,HER_6759.t1:none,2.5324006,1.5807461980508953e-07,HER_22446.t1:Sp-Clta,1.4256693,0.00042442264910933555,HER_39354.t1:Sp-RhoA,0.8293696,1.0
HER_32628.t1:none,1.1161768,2.5011451583111765e-32,HER_13101.t1:Sp-Rps16,0.75629264,4.268396000846705e-59,HER_7409.t1:Sp-Calr,0.7683578,6.664767698651222e-18,HER_41951.t1:Sp-Gg1,0.9902825,1.4080431616471044e-22,HER_18631.t1:none,1.389305,1.811797463034315e-27,HER_27968.t1:Sp-Msy,1.316674,1.4103485232687655e-89,HER_9169.t1:Sp-Gprk3,2.9788835,1.1541162528265367e-68,HER_9960.t1:Sp-Slc34a2_1,1.1382575,1.2987347563094745e-14,HER_39615.t1:Sp-Galnac4s-6stL_4,0.82855123,0.00030981843003189064,HER_22879.t1:Sp-Rpl23,0.9150891,3.124205020943435e-33,HER_13819.t1:none,0.6749661,2.735546853876754e-10,HER_21376.t1:Sp-Duet,4.615992,5.623650914923727e-19,HER_3624.t1:Sp-SoxC,2.2284636,0.0488838604690474,HER_12442.t1:Sp-Comt,3.647208,1.9991698451863623e-07,HER_30129.t1:Sp-BetaLi,3.8455324,0.0006797591656104777,HER_23125.t1:Sp-Profilin,1.1643345,1.0
